Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/06/2019 00:00,,,1038276,-1038276,1038276,-1038276,606421,-606421,431856,-431856,25528548,-25528548,17443049,-17443049,8085499,-8085499,Regular Entry,2019 Q2
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/07/2019 00:00,,,556325,-556325,556325,-556325,614680,-614680,-58355,58355,26084873,-26084873,18057730,-18057730,8027144,-8027144,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/08/2019 00:00,,,518077,-518077,518077,-518077,481461,-481461,36616,-36616,26602951,-26602951,18539191,-18539191,8063760,-8063760,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/09/2019 00:00,,,637020,-637020,637020,-637020,497272,-497272,139748,-139748,27239970,-27239970,19036463,-19036463,8203507,-8203507,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/10/2019 00:00,,,738469,-738469,738469,-738469,587113,-587113,151356,-151356,27978439,-27978439,19623576,-19623576,8354863,-8354863,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/11/2019 00:00,,,707131,-707131,707131,-707131,678845,-678845,28286,-28286,28685571,-28685571,20302422,-20302422,8383149,-8383149,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/12/2019 00:00,,,811298,-811298,811298,-811298,540488,-540488,270810,-270810,29496869,-29496869,20842909,-20842909,8653959,-8653959,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/01/2020 00:00,,,713230,-713230,713230,-713230,671079,-671079,42151,-42151,30210099,-30210099,21513989,-21513989,8696110,-8696110,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/02/2020 00:00,,,741400,-741400,741400,-741400,669676,-669676,71724,-71724,30951499,-30951499,22183664,-22183664,8767834,-8767834,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/03/2020 00:00,,,646214,-646214,646214,-646214,685954,-685954,-39740,39740,31597713,-31597713,22869619,-22869619,8728094,-8728094,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/04/2020 00:00,,,388940,-388940,388940,-388940,737474,-737474,-348534,348534,31986653,-31986653,23607093,-23607093,8379561,-8379561,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/05/2020 00:00,,,324384,-324384,324384,-324384,883179,-883179,-558795,558795,32311037,-32311037,24490272,-24490272,7820765,-7820765,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/06/2020 00:00,,,414325,-414325,414325,-414325,1038276,-1038276,-623951,623951,32725363,-32725363,25528548,-25528548,7196814,-7196814,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/07/2020 00:00,,,320771,-320771,320771,-320771,556325,-556325,-235554,235554,33046133,-33046133,26084873,-26084873,6961260,-6961260,Regular Entry,2020 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/08/2020 00:00,,,315421,-315421,315421,-315421,518077,-518077,-202657,202657,33361554,-33361554,26602951,-26602951,6758603,-6758603,Regular Entry,2020 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/09/2020 00:00,,,320228,-320228,320228,-320228,637020,-637020,-316791,316791,33681782,-33681782,27239970,-27239970,6441812,-6441812,Regular Entry,2020 Q3
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/10/2020 00:00,,,314181,-314181,314181,-314181,738469,-738469,-424288,424288,33995964,-33995964,27978439,-27978439,6017524,-6017524,Regular Entry,2020 Q4
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/11/2020 00:00,,,344993,-344993,344993,-344993,707131,-707131,-362138,362138,34340957,-34340957,28685571,-28685571,5655386,-5655386,Regular Entry,2020 Q4
CRONUS JetCorp UK,Assets,Current Assets,Accounts Receivable,"13200 - Customers, EU",,Balance Sheet,01/12/2020 00:00,,,322841,-322841,322841,-322841,811298,-811298,-488457,488457,34663798,-34663798,29496869,-29496869,5166929,-5166929,Regular Entry,2020 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,,,,,,,,-51908,51908,51908,-51908,4266130,-4266130,4446255,-4446255,-180126,180126,Regular Entry,Unknown
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/01/2016 00:00,,,2488017,-2488017,2488017,-2488017,,,2488017,-2488017,2488017,-2488017,,,2488017,-2488017,Regular Entry,2016 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/02/2016 00:00,,,-296704,296704,-296704,296704,,,-296704,296704,2191313,-2191313,,,2191313,-2191313,Regular Entry,2016 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/03/2016 00:00,,,-347481,347481,-347481,347481,,,-347481,347481,1843832,-1843832,,,1843832,-1843832,Regular Entry,2016 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/04/2016 00:00,,,-118313,118313,-118313,118313,,,-118313,118313,1725519,-1725519,,,1725519,-1725519,Regular Entry,2016 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/05/2016 00:00,,,837221,-837221,837221,-837221,,,837221,-837221,2562739,-2562739,,,2562739,-2562739,Regular Entry,2016 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/06/2016 00:00,,,-219853,219853,-219853,219853,,,-219853,219853,2342886,-2342886,,,2342886,-2342886,Regular Entry,2016 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/07/2016 00:00,,,-353207,353207,-353207,353207,,,-353207,353207,1989679,-1989679,,,1989679,-1989679,Regular Entry,2016 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/08/2016 00:00,,,-146259,146259,-146259,146259,,,-146259,146259,1843420,-1843420,,,1843420,-1843420,Regular Entry,2016 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/09/2016 00:00,,,-320496,320496,-320496,320496,,,-320496,320496,1522924,-1522924,,,1522924,-1522924,Regular Entry,2016 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/10/2016 00:00,,,-155630,155630,-155630,155630,,,-155630,155630,1367295,-1367295,,,1367295,-1367295,Regular Entry,2016 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/11/2016 00:00,,,-393825,393825,-393825,393825,,,-393825,393825,973470,-973470,,,973470,-973470,Regular Entry,2016 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/12/2016 00:00,,,5174500,-5174500,5174500,-5174500,,,5174500,-5174500,6147970,-6147970,,,6147970,-6147970,Regular Entry,2016 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/01/2017 00:00,,,-298311,298311,-298311,298311,2488017,-2488017,-2786328,2786328,5849659,-5849659,2488017,-2488017,3361642,-3361642,Regular Entry,2017 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/02/2017 00:00,,,-395702,395702,-395702,395702,-296704,296704,-98998,98998,5453957,-5453957,2191313,-2191313,3262645,-3262645,Regular Entry,2017 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/03/2017 00:00,,,-432102,432102,-432102,432102,-347481,347481,-84621,84621,5021855,-5021855,1843832,-1843832,3178023,-3178023,Regular Entry,2017 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/04/2017 00:00,,,455429,-455429,455429,-455429,-118313,118313,573742,-573742,5477284,-5477284,1725519,-1725519,3751765,-3751765,Regular Entry,2017 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/05/2017 00:00,,,-391275,391275,-391275,391275,837221,-837221,-1228496,1228496,5086009,-5086009,2562739,-2562739,2523270,-2523270,Regular Entry,2017 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/06/2017 00:00,,,85990,-85990,85990,-85990,-219853,219853,305843,-305843,5171999,-5171999,2342886,-2342886,2829112,-2829112,Regular Entry,2017 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/07/2017 00:00,,,-163148,163148,-163148,163148,-353207,353207,190059,-190059,5008850,-5008850,1989679,-1989679,3019171,-3019171,Regular Entry,2017 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/08/2017 00:00,,,256305,-256305,256305,-256305,-146259,146259,402564,-402564,5265156,-5265156,1843420,-1843420,3421735,-3421735,Regular Entry,2017 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/09/2017 00:00,,,-303570,303570,-303570,303570,-320496,320496,16926,-16926,4961586,-4961586,1522924,-1522924,3438661,-3438661,Regular Entry,2017 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/10/2017 00:00,,,609010,-609010,609010,-609010,-155630,155630,764640,-764640,5570596,-5570596,1367295,-1367295,4203301,-4203301,Regular Entry,2017 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/11/2017 00:00,,,-315289,315289,-315289,315289,-393825,393825,78536,-78536,5255307,-5255307,973470,-973470,4281837,-4281837,Regular Entry,2017 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/12/2017 00:00,,,-379731,379731,-379731,379731,5174500,-5174500,-5554231,5554231,4875576,-4875576,6147970,-6147970,-1272394,1272394,Regular Entry,2017 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/01/2018 00:00,,,534743,-534743,534743,-534743,-298311,298311,833054,-833054,5410320,-5410320,5849659,-5849659,-439340,439340,Regular Entry,2018 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/02/2018 00:00,,,-309342,309342,-309342,309342,-395702,395702,86360,-86360,5100978,-5100978,5453957,-5453957,-352980,352980,Regular Entry,2018 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/03/2018 00:00,,,-239398,239398,-239398,239398,-432102,432102,192704,-192704,4861580,-4861580,5021855,-5021855,-160276,160276,Regular Entry,2018 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/04/2018 00:00,,,642552,-642552,642552,-642552,455429,-455429,187123,-187123,5504131,-5504131,5477284,-5477284,26847,-26847,Regular Entry,2018 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/05/2018 00:00,,,-263174,263174,-263174,263174,-391275,391275,128101,-128101,5240957,-5240957,5086009,-5086009,154948,-154948,Regular Entry,2018 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/06/2018 00:00,,,-378909,378909,-378909,378909,85990,-85990,-464899,464899,4862048,-4862048,5171999,-5171999,-309950,309950,Regular Entry,2018 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/07/2018 00:00,,,693273,-693273,693273,-693273,-163148,163148,856421,-856421,5555321,-5555321,5008850,-5008850,546471,-546471,Regular Entry,2018 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/08/2018 00:00,,,-400526,400526,-400526,400526,256305,-256305,-656831,656831,5154795,-5154795,5265156,-5265156,-110360,110360,Regular Entry,2018 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/09/2018 00:00,,,-275971,275971,-275971,275971,-303570,303570,27599,-27599,4878824,-4878824,4961586,-4961586,-82762,82762,Regular Entry,2018 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/10/2018 00:00,,,703753,-703753,703753,-703753,609010,-609010,94743,-94743,5582577,-5582577,5570596,-5570596,11981,-11981,Regular Entry,2018 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/11/2018 00:00,,,-464196,464196,-464196,464196,-315289,315289,-148907,148907,5118381,-5118381,5255307,-5255307,-136926,136926,Regular Entry,2018 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/12/2018 00:00,,,-374975,374975,-374975,374975,-379731,379731,4755,-4755,4743406,-4743406,4875576,-4875576,-132171,132171,Regular Entry,2018 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/01/2019 00:00,,,340497,-340497,340497,-340497,534743,-534743,-194246,194246,5083903,-5083903,5410320,-5410320,-326417,326417,Regular Entry,2019 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/02/2019 00:00,,,-394327,394327,-394327,394327,-309342,309342,-84985,84985,4689576,-4689576,5100978,-5100978,-411402,411402,Regular Entry,2019 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/03/2019 00:00,,,366224,-366224,366224,-366224,-239398,239398,605622,-605622,5055800,-5055800,4861580,-4861580,194220,-194220,Regular Entry,2019 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/04/2019 00:00,,,-438734,438734,-438734,438734,642552,-642552,-1081286,1081286,4617066,-4617066,5504131,-5504131,-887066,887066,Regular Entry,2019 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/05/2019 00:00,,,585094,-585094,585094,-585094,-263174,263174,848268,-848268,5202159,-5202159,5240957,-5240957,-38798,38798,Regular Entry,2019 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/06/2019 00:00,,,-586928,586928,-586928,586928,-378909,378909,-208019,208019,4615231,-4615231,4862048,-4862048,-246817,246817,Regular Entry,2019 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/07/2019 00:00,,,672363,-672363,672363,-672363,693273,-693273,-20910,20910,5287594,-5287594,5555321,-5555321,-267727,267727,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/08/2019 00:00,,,-353761,353761,-353761,353761,-400526,400526,46765,-46765,4933833,-4933833,5154795,-5154795,-220962,220962,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/09/2019 00:00,,,-375967,375967,-375967,375967,-275971,275971,-99996,99996,4557866,-4557866,4878824,-4878824,-320958,320958,Regular Entry,2019 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/10/2019 00:00,,,-39958,39958,-39958,39958,703753,-703753,-743711,743711,4517908,-4517908,5582577,-5582577,-1064669,1064669,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/11/2019 00:00,,,-23361,23361,-23361,23361,-464196,464196,440835,-440835,4494547,-4494547,5118381,-5118381,-623834,623834,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/12/2019 00:00,,,3617,-3617,3617,-3617,-374975,374975,378592,-378592,4498164,-4498164,4743406,-4743406,-245242,245242,Regular Entry,2019 Q4
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/01/2020 00:00,,,-51908,51908,-51908,51908,340497,-340497,-392406,392406,4446255,-4446255,5083903,-5083903,-637648,637648,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/02/2020 00:00,,,38319,-38319,38319,-38319,-394327,394327,432646,-432646,4484574,-4484574,4689576,-4689576,-205002,205002,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/03/2020 00:00,,,-433436,433436,-433436,433436,366224,-366224,-799660,799660,4051138,-4051138,5055800,-5055800,-1004662,1004662,Regular Entry,2020 Q1
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/04/2020 00:00,,,308473,-308473,308473,-308473,-438734,438734,747207,-747207,4359611,-4359611,4617066,-4617066,-257455,257455,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/05/2020 00:00,,,3291,-3291,3291,-3291,585094,-585094,-581803,581803,4362902,-4362902,5202159,-5202159,-839258,839258,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/06/2020 00:00,,,-29596,29596,-29596,29596,-586928,586928,557332,-557332,4333306,-4333306,4615231,-4615231,-281926,281926,Regular Entry,2020 Q2
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/07/2020 00:00,,,13611,-13611,13611,-13611,672363,-672363,-658752,658752,4346917,-4346917,5287594,-5287594,-940678,940678,Regular Entry,2020 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/08/2020 00:00,,,20323,-20323,20323,-20323,-353761,353761,374085,-374085,4367240,-4367240,4933833,-4933833,-566593,566593,Regular Entry,2020 Q3
CRONUS JetCorp UK,Assets,Current Assets,Inventory,"14100 - Inventory, North America",,Balance Sheet,01/09/2020 00:00,,,26666,-26666,26666,-26666,-375967,375967,402633,-402633,4393906,-4393906,4557866,-4557866,-163960,163960,Regular Entry,2020 Q3
